,field_1,ID,region,locality,sites,Kulbicki,PROVINCE,xxx,temp,Richness,grav_total,Age_of_pro,Class,biomassare,ModelMode,OutFlow,Outdegree,btwdegree,SelfR,Inflow,Indegree,CorridorIn,grav_nei,IndegreeMP,InflowMPA,IndegreeNe,InflowNei,Larval_beh,FE,Netflow,Kulbicki.1,PROVINCE.1,Lon,Lat,prod.Jan,prod.Feb,prod.Mar,prod.Apr,prod.May,prod.Jun,prod.Jul,prod.Aug,prod.Sep,prod.Oct,prod.Nov,prod.Dec
2006,2006,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,pare5,1162,30,538.2784637,44,772,31,3,2980,0,0,30.80645161,734.6451613,active,pare,0.201654602,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2007,2007,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,pare15,399,33,2825.041091,36,456,33,14,2862,0,0,27.90909091,321.8181818,active,pare,-0.066666667,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2008,2008,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,crypto,400,43,9455.383962,5,180,25,13,2415,1,5,33.24,311.8,passive,crypto,0.379310345,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2009,2009,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,crypto5,1446,62,14602.87156,41,559,42,24,6418,0,0,52.85714286,854.4285714,active,crypto,0.442394015,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2010,2010,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,crypto15,551,15,24308.6,48,203,4,2,324,0,0,5,235.75,active,crypto,0.461538462,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2011,2011,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,resid,535,30,3109.604318,30,585,30,13,5842,0,0,27.16666667,498.3333333,passive,resid,-0.044642857,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2012,2012,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,resid15,597,74,40357.72361,18,317,52,25,7641,1,1,64.67307692,505.2884615,active,resid,0.306345733,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2013,2013,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,resid35,115,46,1889.271165,2,73,37,16,11100,0,0,45.10810811,108.8378378,active,resid,0.223404255,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2014,2014,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,transi,360,15,5633.541297,0,150,10,4,896,0,0,13.8,321,passive,transi,0.411764706,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2015,2015,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,transi15,579,43,4764.557411,9,312,31,5,4308,1,6,33.38709677,382.0645161,active,transi,0.2996633,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2016,2016,V6483,central_iwp,okinawa,okinawa_2,Central Indo_Pacific,South Kuroshio,127.8,25.09366317,160,240,0,Fished,154.6092662,transi35,448,24,3424.252604,0,128,14,9,3093,0,0,17.5,219.4285714,active,transi,0.555555556,Central Indo_Pacific,South Kuroshio,127.8,26.62,418.0079956,495.4185791,532.7449341,490.987854,394.6220703,303.6474609,268.423645,239.0250702,260.9923706,306.0455017,344.8470154,404.7359009
2017,2017,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,pare,358,13,120.3723354,0,296,11,0,1,0,0,3.636363636,101.6363636,passive,pare,0.094801223,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2018,2018,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,pare5,1460,58,1147.406883,6,1364,57,0,211,0,0,31.49122807,801.122807,active,pare,0.033994334,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2019,2019,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,pare15,612,36,2005.445468,0,666,49,0,16,0,0,23.02040816,338.2040816,active,pare,-0.042253521,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2020,2020,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,crypto,200,18,1513.412957,0,200,24,0,6,0,0,13.58333333,142.7083333,passive,crypto,0,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2021,2021,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,crypto5,1475,79,1529.032366,5,1335,71,0,222,0,0,55.02816901,1083.830986,active,crypto,0.049822064,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2022,2022,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,crypto15,380,8,558.5,0,363,9,0,1,0,0,6.222222222,246.4444444,active,crypto,0.022880215,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2023,2023,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,resid,245,13,129.1634843,0,190,11,0,1,0,0,3.636363636,72.27272727,passive,resid,0.126436782,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2024,2024,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,resid15,479,74,2018.022319,0,410,73,7,24,1,1,46.4109589,315.4383562,active,resid,0.077615298,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2025,2025,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,resid35,50,25,60.04143316,0,31,16,0,1,0,0,15.4375,33.8125,active,resid,0.234567901,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2026,2026,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,transi,90,5,105.5477272,0,225,6,0,0,0,0,2,57.5,passive,transi,-0.428571429,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2027,2027,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,transi15,309,26,606.0533917,0,261,25,0,118,0,0,20.68,326.88,active,transi,0.084210526,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2028,2028,V6583,polynesian,french_polynesia,french_polynesia_6,Central Pacific,Southeast Polynesia,217.08,27.51141777,63.71,1,0,Fished,43.04500342,transi35,264,13,48.05786612,0,256,12,0,2,0,0,2.333333333,39.33333333,active,transi,0.015384615,Central Pacific,Southeast Polynesia,-142.92,-16.74,149.4486084,146.8379364,141.6056366,136.8207092,147.6210632,174.6928253,187.7389832,199.0075836,197.6765137,188.4907837,166.6751862,155.6187134
2029,2029,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,pare,308,9,1060.303688,0,106,4,0,1,0,0,7.5,201.5,passive,pare,0.487922705,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2030,2030,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,pare5,802,36,729.2537069,128,908,31,0,115,0,0,39.35483871,1058.967742,active,pare,-0.061988304,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2031,2031,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,pare15,183,15,130.461961,0,399,25,0,395,0,0,21.36,351.84,active,pare,-0.371134021,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2032,2032,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,crypto,270,13,219.2272139,0,25,3,0,1,0,0,9.666666667,75,passive,crypto,0.830508475,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2033,2033,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,crypto5,997,65,464.3684153,66,836,48,0,126,0,0,74.91666667,1497.625,active,crypto,0.087834152,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2034,2034,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,crypto15,204,6,57.5,0,138,3,0,0,0,0,2,78.33333333,active,crypto,0.192982456,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2035,2035,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,resid,320,9,1060.66175,0,65,4,0,1,0,0,7.5,141.25,passive,resid,0.662337662,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2036,2036,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,resid15,295,49,1190.318196,1,263,60,3,422,0,0,60.43333333,418.9666667,active,resid,0.05734767,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2037,2037,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,resid35,92,18,72.83772639,0,21,11,1,9,0,0,26.36363636,51.18181818,active,resid,0.628318584,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2038,2038,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,transi,720,12,72.46509119,0,150,7,0,6,0,0,3.857142857,102.8571429,passive,transi,0.655172414,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2039,2039,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,transi15,351,22,576.6313533,0,204,19,0,118,0,0,35.05263158,647.0526316,active,transi,0.264864865,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2040,2040,V6588,polynesian,french_polynesia,french_polynesia_4,Central Pacific,Southeast Polynesia,214.84,27.742357,69.454,1,0,Fished,85.79922232,transi35,360,10,10.57959448,0,24,2,0,2,0,0,2,16,active,transi,0.875,Central Pacific,Southeast Polynesia,-145.16,-15.94,184.6487732,203.1863861,186.003418,205.3760834,234.3714294,282.3931885,297.1863708,277.5656738,258.3803711,227.2903595,202.3058624,192.5110931
2041,2041,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,pare,134,5,1430.356514,0,246,9,2,1,0,0,9.333333333,256.2222222,passive,pare,-0.294736842,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2042,2042,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,pare5,1608,43,501.3365591,6,364,34,0,418,0,0,34.02941176,991.1176471,active,pare,0.630831643,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2043,2043,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,pare15,201,14,309.1319802,0,654,33,0,303,0,0,20.75757576,298,active,pare,-0.529824561,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2044,2044,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,crypto,280,19,411.3909957,0,120,15,0,10,0,0,8.333333333,80.33333333,passive,crypto,0.4,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2045,2045,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,crypto5,2119,88,2057.008786,15,782,83,0,436,1,1,57.37349398,1220.457831,active,crypto,0.46087556,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2046,2046,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,crypto15,306,8,6659,0,707,17,0,3,0,0,8.058823529,350.2352941,active,crypto,-0.395853899,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2047,2047,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,resid,85,5,1728.409158,0,165,9,2,1,0,0,9.333333333,173.8888889,passive,resid,-0.32,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2048,2048,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,resid15,423,85,3333.731314,0,832,104,13,320,1,5,45.89423077,336.5673077,active,resid,-0.325896414,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2049,2049,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,resid35,36,18,1689.316971,0,43,18,2,9,1,1,11.55555556,28.33333333,active,resid,-0.088607595,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2050,2050,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,transi,75,2,2,0,165,4,0,1,0,0,0,0,passive,transi,-0.375,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2051,2051,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,transi15,543,40,879.287828,0,918,46,0,8,0,0,18.30434783,329.4130435,active,transi,-0.256673511,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2052,2052,V6589,polynesian,french_polynesia,french_polynesia_20,Central Pacific,Southeast Polynesia,214.36,27.73077706,155,1,0,Fished,1372.443745,transi35,304,14,58.5767449,0,64,5,0,0,0,0,0.4,8,active,transi,0.652173913,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2053,2053,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,pare,134,5,1430.356514,0,246,9,2,1,0,0,9.333333333,256.2222222,passive,pare,-0.294736842,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2054,2054,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,pare5,1608,43,501.3365591,6,364,34,0,418,0,0,34.02941176,991.1176471,active,pare,0.630831643,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2055,2055,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,pare15,201,14,309.1319802,0,654,33,0,303,0,0,20.75757576,298,active,pare,-0.529824561,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2056,2056,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,crypto,280,19,411.3909957,0,120,15,0,10,0,0,8.333333333,80.33333333,passive,crypto,0.4,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2057,2057,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,crypto5,2119,88,2057.008786,15,782,83,0,436,1,1,57.37349398,1220.457831,active,crypto,0.46087556,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2058,2058,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,crypto15,306,8,6659,0,707,17,0,3,0,0,8.058823529,350.2352941,active,crypto,-0.395853899,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2059,2059,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,resid,85,5,1728.409158,0,165,9,2,1,0,0,9.333333333,173.8888889,passive,resid,-0.32,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2060,2060,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,resid15,423,85,3333.731314,0,832,104,13,320,1,5,45.89423077,336.5673077,active,resid,-0.325896414,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2061,2061,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,resid35,36,18,1689.316971,0,43,18,2,9,1,1,11.55555556,28.33333333,active,resid,-0.088607595,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2062,2062,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,transi,75,2,2,0,165,4,0,1,0,0,0,0,passive,transi,-0.375,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2063,2063,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,transi15,543,40,879.287828,0,918,46,0,8,0,0,18.30434783,329.4130435,active,transi,-0.256673511,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2064,2064,V6589,polynesian,society_islands,society_islands_2,Central Pacific,Southeast Polynesia,214.36,27.73034715,146.454,1,0,Fished,434.6057356,transi35,304,14,58.5767449,0,64,5,0,0,0,0,0.4,8,active,transi,0.652173913,Central Pacific,Southeast Polynesia,-145.64,-16.1,183.8293762,174.678299,172.6489868,182.5308228,206.4395142,222.7801208,241.3714294,241.0849762,217.4266052,218.8895264,195.7899628,193.0515747
2065,2065,V6641,polynesian,french_polynesia,french_polynesia_19,Central Pacific,Southeast Polynesia,214.52,27.64300048,138,0,0,Fished,1133.882809,pare,1152,42,5690.127194,0,398,15,1,1,0,0,11.73333333,321.6,passive,pare,0.486451613,Central Pacific,Southeast Polynesia,-145.48,-16.58,165.3268127,158.8346558,143.8355713,145.0928192,161.2636108,182.7893677,196.5628052,203.1708984,192.2913055,183.1855316,176.5435028,164.8839111
2066,2066,V6641,polynesian,french_polynesia,french_polynesia_19,Central Pacific,Southeast Polynesia,214.52,27.64300048,138,0,0,Fished,1133.882809,pare5,1282,58,1398.986964,76,978,36,0,5,0,0,27.83333333,623.2222222,active,pare,0.134513274,Central Pacific,Southeast Polynesia,-145.48,-16.58,165.3268127,158.8346558,143.8355713,145.0928192,161.2636108,182.7893677,196.5628052,203.1708984,192.2913055,183.1855316,176.5435028,164.8839111
